51369306,93893862
165858491,78627755
80314302,96897574
187705802,106463808
104086057,93933537
182182916,106643904
144330508,102551647
134733718,87870097
92299710,91532293
178255003,112055668
79278305,92299124
41615727,90064548
61797869,79833725
194320843,84369783
172281065,96138471
133625575,95530668
162958645,72557065
130694027,102163226
54073353,92807225
79399634,115187467
110113022,108509484
152207830,111672309
53323643,105436284
96731496,93611134
190350828,100206315
167712890,76415662
81838972,113273250
50409581,103962692
36321113,115220799
169251245,84070180
104075398,95837198
84070180,93926489
37591424,107805287
46949862,95990486
64822620,78582324
144217071,104161232
102951428,114942361
100879525,115454754
59013260,105949771
79833725,115687891
140022874,90628526
187175120,96521913
43443096,93064229
153436912,109690860
82279381,91359342
68035671,68709297
184554104,114672545
37749292,116109826
56925755,85728310
168359748,93668667
151567721,107677729
37500958,85769543
79910591,86838673
102598966,110985761
45014033,96372037
53709576,92089471
36518859,116052337
82229065,92941952
136183473,92838400
172859160,100618825
134746845,80559711
135937626,88515262
135287951,88796808
175058921,98498383
183844008,106992124
95837198,113637014
122760247,104500125
138983106,81640544
65277028,74815993
141509492,100011124
63730719,116182407
139085118,86001386
98952740,94743949
146445146,102233517
136262644,69714615
68110968,70332369
44856516,98752406
95015712,91756558
82738051,73396278
165388919,70658785
50993584,96162316
95990486,90312662
38739010,114419993
134502582,81838972
197026677,80974700
55734635,84849689
189856766,90473005
130776308,102185740
167477612,84264520
109000184,107147018
139413001,74752799
180473669,112089323
100848721,93978644
169756188,85989168
176807332,111117665
51794164,94061293
98455943,93873318
187076340,87219370
106059569,111037682
52520895,103745050
123594366,105030238
41277299,88271425
105700150,96779033
164003388,82040166
177673331,107789270
36744912,79994701
141080133,100647314
82823335,107574312
171138086,87929215
148433756,108206062
94177377,91680448
46339599,100314458
164278238,79338131
165848039,77049384
184159355,104943159
183337975,107035841
143005854,102951428
66777255,71150165
36725454,110431378
123247547,110923364
181709004,113287591
92299124,111896120
84934485,93831943
37492934,81317517
170990931,99295961
171908181,98313243
104728084,95781700
111556076,106095775
99295961,114197328
177569120,111316260
56605358,111619903
166921936,77733678
38809083,85050668
36656838,89468296
154278896,116035578
57304010,86845581
88028951,92700697
83410117,84934485
57599660,86616417
145430370,106350222
38308105,79553248
82970293,109631969
82430751,86749721
82839960,89881380
103477209,95708573
126575505,109000184
129033770,102196958
90312662,91037235
55886554,105397786
37321444,88121624
145623733,106059569
96897574,114988825
42528207,94970573
61060967,115631159
151522538,106775208
169875599,92562591
197433604,80101848
138180024,70874359
79842924,94828138
91126607,93852640
52954160,104918722
36165532,71205891
123562778,112490317
57516734,78875254
39509207,108809380
136824983,69064246
77023551,69909936
76819909,75667395
96138471,94949867
122860745,108896996
171370245,87266269
174988935,102374348
150742393,110113022
45728043,95060602
101761508,115107665
79977332,106173725
136636123,71851118
91037235,91296559
185975407,88925130
187367561,100304296
124470162,101757355
98409184,115292257
111115018,100613313
121402676,107952045
105030238,113690180
81790413,88679067
175485930,112510028
39328257,110898961
59345482,108564299
81528940,89165255
164398090,74257767
51723229,103740012
35620413,107662091
178420862,113720480
43191025,94135163
134514186,91027371
134091679,69801363
197723138,74697036
196062272,68959633
145642042,101349277
168680216,89541788
184732779,106189554
79338131,72940827
66901882,69220347
139614976,71468694
94194286,92752447
81684786,109200229
78875254,92948466
55618381,81528940
77619727,108612153
57171362,107757759
171928775,96369111
46735872,98578221
175087307,101516948
175273539,103820751
61335917,71621604
48914735,94177377
98578221,113914624
184676898,111556076
39098553,80314302
53203453,87813976
194180980,90060369
149761765,110333772
80101848,95688101
120131324,115656557
38893376,86662590
153764592,111033160
38006958,104086057
125108166,106818094
139409339,96731496
173357066,106715457
110333772,102598966
139204165,70297515
153358320,115713550
83659283,75761520
167809244,76819909
79120942,104971677
106643904,104376296
133008063,71360813
50739059,102476924
167772419,87941311
82072052,90440651
128760600,103939490
194202061,86362367
196611950,80351887
169363835,87309561
179598869,87893848
37642037,85815059
196398249,72434670
182443246,114145600
39320893,84198235
85784875,92290539
39858649,83410117
49546541,96762645
124067024,107723471
62456017,81758513
81710240,110248803
170669679,90700085
173103452,99955081
80756900,73010934
58019523,112941523
39028202,86562755
148703166,104677292
184899741,98529817
191063442,93198414
107147018,113394885
94148924,115175043
163376264,69761675
183243115,107031430
111448159,97596867
186976060,107912610
83437691,83915616
180361055,85827932
148354548,103087369
185767460,103110635
64396699,111816269
133473200,71807018
171597389,101742628
66104957,115732605
138313245,71832683
62867271,69886717
135338158,76946030
83052370,81119391
38966059,109846635
178581746,110640999
85959107,91079350
99102919,115197903
122956977,113540436
132520804,93434946
35513631,79399634
77212186,112756556
138150064,85511417
39565462,85739567
109569989,99976604
106189554,96097238
83245029,95006381
133039177,97663869
133983596,75571440
93611134,111775577
110248803,102278141
135730715,76045145
184707704,88549892
65126358,70083447
39845985,101603620
110310647,98087220
55804079,89109971
47655350,94148924
173377154,105614025
52770518,106320683
100000988,112634558
180629724,115481185
105614025,96539249
65815282,70320390
97663869,111448159
78485490,84237565
53538013,85091322
105436284,98370148
55128364,83729081
107662091,93238073
48796125,98007685
35418535,96616156
96762645,112476056
172841060,100579377
81317517,69648252
168763778,91573935
65918077,68983412
167550958,88028951
35960541,69035912
176797639,89075630
35707067,102622781
80645921,85840380
53469271,107028098
173734722,97289406
49877541,100083484
137365559,81790413
83779796,112177580
174307964,89081269
44674162,98211731
101873141,111162488
64003381,115066337
64158324,114467558
37545383,112869180
195288303,75169422
55505738,105565018
96599840,116060205
135303447,76733439
135679097,85733791
123748777,109448208
98299322,92740226
82887053,76121955
137560208,71537321
87847639,111132871
136377484,82970293
83593570,89568590
107530301,95015712
93668667,90655887
102185740,112893516
142683366,100000988
42118684,90229870
46400612,99640970
79381883,102067996
78555693,84286720
91079350,114427717
176905317,107530301
172998024,100277631
81758513,98045073
80840298,84536193
107789270,97695007
176994852,116269671
126111640,104021435
191078373,96487686
195700171,71900711
38503890,82839960
130940541,94728209
120576828,109569989
194680989,86592277
137047997,70680406
135316120,95146064
196903587,73597207
93893862,112554279
196222019,82072052
37128012,83093453
60043705,75292567
107912610,104242990
132958142,80645921
197566268,75176974
36286821,79910591
37868240,70220797
190287124,98409184
139491334,70779524
82616636,99102919
187151674,107393994
135401300,85959107
46766799,99096141
130294149,100879525
109200229,102402907
137142406,75540179
79576032,85875685
139008055,72532529
142946024,98635931
106198265,98586227
64855991,78555693
55003980,92372715
84125050,97681807
151922463,108914856
102622781,115246807
193693854,82430751
109997228,106914016
66282397,116085140
95688101,90358481
53621317,107160049
36087195,103209191
176472078,104075398
35224058,76448542
165222659,84422045
117965388,114954542
139259165,94310694
39091798,97548178
62633924,110412546
195502087,69466786
60800844,82582156
55050444,88492392
191901991,86793427
76946030,88893586
37584326,74078364
109383649,102591637
67645583,70918511
107677729,105206613
121205896,110351173
170197412,96888657
111132871,104783088
89541788,89699599
195028953,75304514
104021435,115364742
198382317,72995892
177770874,106198265
129586893,101178082
177189108,86587478
111505533,101761508
53698257,103328506
87240664,116017803
172175031,92662568
63820227,70355035
79994701,85912007
188179999,104454764
183720742,103642591
134826380,80383653
139080316,80840298
80509548,70608613
164978506,77023551
188752759,103477209
97025481,90751003
38630205,96599840
108206062,101873141
88271425,90567730
161802204,77391548
192175578,84111378
190653140,87952053
60775112,77287206
84634649,112565703
142031239,97952338
168759643,87597056
56527881,86776002
107031430,95632404
91705351,115017478
43546313,94673693
103209191,111207982
168691476,82336665
100456090,112588261
188088803,102096847
199254007,77705967
176293350,87477652
176642300,102204458
149737399,105263845
87008200,112411708
195233188,81294143
105285899,94772378
137993392,82887053
129320032,99216863
167743494,89961107
101516948,92761066
174485190,102291236
80486680,93355253
100206315,113779998
39866613,109997228
106775208,97636305
52620222,104272093
93238073,93750528
131197416,97211945
142406707,94896470
149997293,108123050
44354509,97734190
192383649,81684786
181140295,87411387
57979095,110104361
49167499,99905189
164801826,82738051
65096266,116156023
179331703,85269787
80974700,79784823
111117665,98186224
85269787,115985207
186252269,100637628
134817577,88990882
77476895,86510830
79312758,77476895
64315052,69676237
108385852,100719094
194873554,71306073
52276665,95104038
42021349,89094910
170918385,86800269
37553141,73565568
195428611,83245029
86662590,112788595
50649132,94996465
60563126,79842924
59389950,80887635
39023464,100552668
65865616,70271097
38555111,81041065
107393994,113457014
54531534,83659283
50607418,103707618
130033769,98455943
199436165,74882609
136009428,76542526
172564939,94866342
54176762,102254032
154204168,114733431
125395820,104616163
132756175,98156409
184456801,102219740
60474395,76576554
173840080,101007201
161554711,77426233
56612778,79977332
173072838,100456090
37737244,98352519
111316260,108385852
166668885,85588360
135911519,78346713
168177307,87008200
191091965,94194286
79784823,70565637
60918575,77915121
76932422,97573841
132610297,92299710
42320184,94499315
141530033,101929984
171843213,101491105
163749498,77619727
35546431,110775953
184480303,107747304
169681774,96323786
172161618,85361094
103939490,111115018
65907805,112665330
193997140,87118154
77733678,73483765
36848649,82279381
176285714,103140477
51059436,96688704
178101663,87240664
91532293,93440509
54816771,104589551
100304296,90288859
149041192,105139159
56149098,88320915
124796124,108872463
186086200,86407859
188522397,89849121
188375373,89581799
158262276,115304901
121786924,110468523
167227991,80066011
36546449,113641287
49106198,92442534
194788131,71198377
67171438,114777664
189676706,95906861
165151091,78758641
187584064,95701088
162993280,75435027
172328350,92519133
36073600,97900393
134405183,84699297
89165255,113562551
61615553,74943483
67195287,72552903
196125724,82616636
108123050,105285899
172796039,99749131
127342886,100964682
59518155,114295487
134623636,88412272
172390984,91126607
193612828,85161831
148335231,106036589
58190570,111074741
38858842,80486680
193859874,83052370
167057368,73265995
198340710,76604776
133703473,79312758
80887635,72079007
84198235,71958187
122992466,104728084
177899944,110444209
167079386,76309983
139384582,73965023
36040971,116001716
190968753,97728706
171717849,101023083
134166050,84125050
160472738,68812358
57032975,82823335
36631071,108938195
163830282,80509548
145077953,100848721
175295480,111125919
138929152,82229065
133399158,78485490
56285875,111505533
164173524,83593570
164058031,72252230
126160835,101979554
39707745,97257404
174832136,96817876
165232652,82865964
59752020,80756900
36803949,106794474
171838436,101809715
197708766,79576032
193826426,76627844
62818014,73438084
136283252,84815407
80559711,105700150
51258201,98367553
195416221,74562518
195053016,76486917
67317670,72510640
37748939,78906258
165541770,76932422
177652818,85784875
121909364,110034836
173158510,91606747
182385280,89401064
56573088,84634649
188864560,91705351
199762315,75322851
194772500,79278305
188189383,89507667
95530668,115928032
41410203,93413079
66713822,69371713
198220893,79120942
200458564,70943415
196674395,69496966
170383681,98123755
168611053,83948845
63472127,72594655
83923950,81732648
133470282,74374141
179394453,110310647
60023318,77114347
195187960,85729868
